id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,37,35,40.71000700,19.94577900,2,6677,6542,0,17491,98
2,Dibër,4,4,41.59991200,20.26165100,0,2509,2457,0,15698,48
3,Durrës,14,12,41.33054100,19.46326500,2,10242,9994,0,33594,234
4,Elbasan,29,22,41.11456500,20.08415200,5,8713,8432,2,24936,252
5,Fier,7,2,40.72902000,19.56091000,4,11541,11292,1,23999,242
6,Gjirokastër,16,16,40.07869700,20.13633000,0,4874,4795,0,16863,63
7,Korçe,75,70,40.61812600,20.77752800,3,6758,6566,2,21453,117
8,Kukës,9,9,42.07545200,20.42317600,0,2870,2827,0,17596,34
9,Lezhë,25,25,41.78537300,19.64099400,0,6169,6053,0,21010,91
10,Shkodër,67,66,42.06776800,19.51425000,1,7451,7237,0,24267,147
11,Tiranë,237,218,41.33278100,19.81696400,17,55391,54158,2,479694,996
12,Vlorë,31,30,40.46778700,19.48373700,1,9114,8955,0,21791,128
