id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,18,18,40.71000700,19.94577900,0,13192,13003,0,37632,171
2,Dibër,0,0,41.59991200,20.26165100,0,4124,4067,0,35351,57
3,Durrës,8,6,41.33054100,19.46326500,2,19714,19349,0,56684,357
4,Elbasan,19,17,41.11456500,20.08415200,2,16357,16016,0,45006,322
5,Fier,22,21,40.72902000,19.56091000,1,25595,25226,0,43999,347
6,Gjirokastër,18,18,40.07869700,20.13633000,0,10814,10700,0,36170,96
7,Korçe,21,21,40.61812600,20.77752800,0,11194,11018,0,43211,155
8,Kukës,2,2,42.07545200,20.42317600,0,4995,4957,0,37791,36
9,Lezhë,0,0,41.78537300,19.64099400,0,11075,10953,0,40550,122
10,Shkodër,14,14,42.06776800,19.51425000,0,16670,16481,0,44790,175
11,Tiranë,211,207,41.33278100,19.81696400,3,120567,118921,1,1325982,1435
12,Vlorë,35,35,40.46778700,19.48373700,0,20132,19875,0,44149,222
