id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,1,1,40.71000700,19.94577900,0,16,15,0,591,0
2,Dibër,0,0,41.59991200,20.26165100,0,10,10,0,101,0
3,Durrës,132,126,41.33054100,19.46326500,4,357,236,2,2664,7
4,Elbasan,9,8,41.11456500,20.08415200,1,30,21,0,686,0
5,Fier,24,21,40.72902000,19.56091000,2,83,55,1,1534,4
6,Gjirokastër,1,0,40.07869700,20.13633000,1,1,0,0,768,0
7,Korçe,7,6,40.61812600,20.77752800,1,25,18,0,335,0
8,Kukës,5,5,42.07545200,20.42317600,0,42,36,0,448,1
9,Lezhë,5,5,41.78537300,19.64099400,0,58,53,0,964,0
10,Shkodër,111,107,42.06776800,19.51425000,4,235,120,0,1803,4
11,Tiranë,326,289,41.33278100,19.81696400,32,866,518,5,8713,22
12,Vlorë,42,40,40.46778700,19.48373700,2,47,4,0,939,1
