id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,3,3,40.71000700,19.94577900,0,13227,13053,0,38912,171
2,Dibër,2,2,41.59991200,20.26165100,0,4127,4068,0,36606,57
3,Durrës,2,0,41.33054100,19.46326500,2,19751,19392,0,57974,357
4,Elbasan,6,6,41.11456500,20.08415200,0,16397,16069,0,46306,322
5,Fier,27,27,40.72902000,19.56091000,0,25820,25446,0,45419,347
6,Gjirokastër,12,12,40.07869700,20.13633000,0,10866,10757,0,37160,97
7,Korçe,17,17,40.61812600,20.77752800,0,11242,11070,0,44541,155
8,Kukës,0,0,42.07545200,20.42317600,0,5002,4966,0,39046,36
9,Lezhë,6,6,41.78537300,19.64099400,0,11094,10966,0,41830,122
10,Shkodër,12,12,42.06776800,19.51425000,0,16712,16525,0,46070,175
11,Tiranë,150,148,41.33278100,19.81696400,2,121310,119724,0,1343139,1436
12,Vlorë,13,13,40.46778700,19.48373700,0,20290,20055,0,45439,222
