id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,735,718,40.71000700,19.94577900,15,2450,1667,2,6089,48
2,Dibër,386,381,41.59991200,20.26165100,5,1168,761,0,4947,21
3,Durrës,1190,1173,41.33054100,19.46326500,16,4760,3443,1,15465,127
4,Elbasan,876,842,41.11456500,20.08415200,32,3464,2471,2,8141,117
5,Fier,1687,1664,40.72902000,19.56091000,22,5002,3206,1,8212,109
6,Gjirokastër,472,461,40.07869700,20.13633000,10,1994,1493,1,6047,29
7,Korçe,917,898,40.61812600,20.77752800,16,3310,2326,3,6760,67
8,Kukës,399,392,42.07545200,20.42317600,7,1407,982,0,6699,26
9,Lezhë,925,910,41.78537300,19.64099400,15,2844,1870,0,7914,49
10,Shkodër,1330,1312,42.06776800,19.51425000,17,3525,2126,1,10612,69
11,Tiranë,13650,13547,41.33278100,19.81696400,94,27048,12899,9,179729,499
12,Vlorë,955,937,40.46778700,19.48373700,15,3311,2307,3,7793,49
