id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,29,27,40.71000700,19.94577900,2,78,48,0,1147,1
2,Dibër,28,27,41.59991200,20.26165100,1,58,28,0,454,2
3,Durrës,302,281,41.33054100,19.46326500,18,846,522,3,4595,22
4,Elbasan,54,49,41.11456500,20.08415200,5,134,74,0,1303,6
5,Fier,96,83,40.72902000,19.56091000,13,257,152,0,2574,9
6,Gjirokastër,24,21,40.07869700,20.13633000,1,56,32,2,1214,0
7,Korçe,78,76,40.61812600,20.77752800,1,162,80,1,957,4
8,Kukës,69,69,42.07545200,20.42317600,0,188,115,0,1236,4
9,Lezhë,84,75,41.78537300,19.64099400,8,250,162,1,1829,4
10,Shkodër,218,213,42.06776800,19.51425000,3,559,312,2,3118,29
11,Tiranë,1342,1283,41.33278100,19.81696400,54,2822,1393,5,17954,87
12,Vlorë,93,91,40.46778700,19.48373700,2,210,113,0,2070,4
