id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,119,111,40.71000700,19.94577900,8,5819,5612,0,11989,88
2,Dibër,324,319,41.59991200,20.26165100,4,2419,2048,1,10342,47
3,Durrës,1369,1316,41.33054100,19.46326500,51,9732,8163,2,26938,200
4,Elbasan,386,358,41.11456500,20.08415200,28,8022,7410,0,17452,226
5,Fier,2625,2597,40.72902000,19.56091000,26,10724,7880,2,17987,219
6,Gjirokastër,1266,1251,40.07869700,20.13633000,15,4377,3060,0,12082,51
7,Korçe,789,781,40.61812600,20.77752800,8,5733,4844,0,14893,100
8,Kukës,355,355,42.07545200,20.42317600,0,2662,2274,0,12374,33
9,Lezhë,534,520,41.78537300,19.64099400,13,5799,5179,1,15108,86
10,Shkodër,1210,1188,42.06776800,19.51425000,21,6607,5281,1,19214,116
11,Tiranë,22281,22172,41.33278100,19.81696400,104,53224,30021,5,369363,922
12,Vlorë,1280,1250,40.46778700,19.48373700,28,8523,7127,2,16173,116
