id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,41,35,40.71000700,19.94577900,6,58,16,0,901,1
2,Dibër,20,19,41.59991200,20.26165100,1,31,10,0,300,1
3,Durrës,218,207,41.33054100,19.46326500,10,629,396,1,3659,15
4,Elbasan,35,34,41.11456500,20.08415200,1,74,35,0,994,4
5,Fier,33,27,40.72902000,19.56091000,6,149,111,0,2062,5
6,Gjirokastër,24,23,40.07869700,20.13633000,1,32,8,0,1037,0
7,Korçe,40,38,40.61812600,20.77752800,2,82,42,0,627,0
8,Kukës,47,45,42.07545200,20.42317600,1,105,57,1,808,1
9,Lezhë,75,74,41.78537300,19.64099400,1,168,92,0,1418,1
10,Shkodër,186,179,42.06776800,19.51425000,6,465,263,1,2694,16
11,Tiranë,635,594,41.33278100,19.81696400,34,1611,927,7,12715,49
12,Vlorë,108,102,40.46778700,19.48373700,6,167,57,0,1668,2
