id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,287,271,40.71000700,19.94577900,15,650,356,1,3889,7
2,Dibër,96,85,41.59991200,20.26165100,11,276,168,0,2767,12
3,Durrës,879,853,41.33054100,19.46326500,26,2219,1284,0,10345,56
4,Elbasan,431,408,41.11456500,20.08415200,23,1140,665,0,4941,44
5,Fier,731,699,40.72902000,19.56091000,29,1538,775,3,5630,32
6,Gjirokastër,144,139,40.07869700,20.13633000,5,366,216,0,3727,6
7,Korçe,595,566,40.61812600,20.77752800,28,1257,627,1,3880,35
8,Kukës,200,183,42.07545200,20.42317600,17,577,360,0,3819,17
9,Lezhë,434,427,41.78537300,19.64099400,7,951,491,0,4814,26
10,Shkodër,539,527,42.06776800,19.51425000,11,1285,699,1,7006,47
11,Tiranë,4896,4759,41.33278100,19.81696400,132,10523,5393,5,67928,234
12,Vlorë,397,384,40.46778700,19.48373700,12,741,333,1,4993,11
