id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,39,39,40.71000700,19.94577900,0,15760,15545,0,44402,176
2,Dibër,22,22,41.59991200,20.26165100,0,4769,4690,0,42096,57
3,Durrës,61,60,41.33054100,19.46326500,1,24082,23655,0,63533,366
4,Elbasan,90,89,41.11456500,20.08415200,1,18398,17983,0,51797,325
5,Fier,87,87,40.72902000,19.56091000,0,32978,32537,0,50971,354
6,Gjirokastër,31,31,40.07869700,20.13633000,0,12677,12545,0,42660,101
7,Korçe,39,39,40.61812600,20.77752800,0,13240,13042,0,50031,159
8,Kukës,4,4,42.07545200,20.42317600,0,5388,5347,0,44526,37
9,Lezhë,17,17,41.78537300,19.64099400,0,12825,12683,0,47320,125
10,Shkodër,124,124,42.06776800,19.51425000,0,19143,18842,0,51590,177
11,Tiranë,467,461,41.33278100,19.81696400,6,146152,144200,0,1434514,1485
12,Vlorë,62,62,40.46778700,19.48373700,0,24982,24695,0,50929,225
