id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,174,166,40.71000700,19.94577900,8,5792,5530,0,11869,88
2,Dibër,322,317,41.59991200,20.26165100,4,2416,2047,1,10240,47
3,Durrës,1386,1332,41.33054100,19.46326500,51,9715,8130,3,26784,199
4,Elbasan,427,398,41.11456500,20.08415200,28,8010,7360,1,17316,223
5,Fier,2592,2554,40.72902000,19.56091000,34,10662,7853,4,17852,217
6,Gjirokastër,1250,1235,40.07869700,20.13633000,15,4342,3041,0,11985,51
7,Korçe,774,766,40.61812600,20.77752800,8,5698,4824,0,14769,100
8,Kukës,355,355,42.07545200,20.42317600,0,2645,2257,0,12264,33
9,Lezhë,549,535,41.78537300,19.64099400,13,5766,5131,1,14976,86
10,Shkodër,1217,1195,42.06776800,19.51425000,21,6567,5236,1,19099,114
11,Tiranë,22357,22237,41.33278100,19.81696400,115,53108,29833,5,367646,918
12,Vlorë,1272,1242,40.46778700,19.48373700,28,8495,7107,2,16045,116
