id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,79,71,40.71000700,19.94577900,6,218,137,2,2044,2
2,Dibër,42,35,41.59991200,20.26165100,7,124,75,0,1117,7
3,Durrës,483,466,41.33054100,19.46326500,13,1418,891,4,6885,44
4,Elbasan,192,172,41.11456500,20.08415200,20,455,243,0,2757,20
5,Fier,161,152,40.72902000,19.56091000,7,563,386,2,3708,16
6,Gjirokastër,39,38,40.07869700,20.13633000,1,139,96,0,2247,4
7,Korçe,159,140,40.61812600,20.77752800,18,447,275,1,2173,13
8,Kukës,121,112,42.07545200,20.42317600,8,382,253,1,2172,8
9,Lezhë,239,225,41.78537300,19.64099400,14,534,283,0,3027,12
10,Shkodër,338,320,42.06776800,19.51425000,16,826,451,2,4676,37
11,Tiranë,2194,2132,41.33278100,19.81696400,54,5406,3057,8,32670,155
12,Vlorë,143,139,40.46778700,19.48373700,4,348,199,0,3405,6
