id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,45,45,40.71000700,19.94577900,0,15724,15503,0,44272,176
2,Dibër,38,38,41.59991200,20.26165100,0,4756,4661,0,41966,57
3,Durrës,123,122,41.33054100,19.46326500,1,24046,23557,0,63403,366
4,Elbasan,140,137,41.11456500,20.08415200,3,18385,17920,0,51667,325
5,Fier,156,155,40.72902000,19.56091000,1,32881,32372,0,50841,353
6,Gjirokastër,52,52,40.07869700,20.13633000,0,12629,12476,0,42530,101
7,Korçe,74,74,40.61812600,20.77752800,0,13211,12978,0,49901,159
8,Kukës,1,1,42.07545200,20.42317600,0,5381,5343,0,44396,37
9,Lezhë,32,32,41.78537300,19.64099400,0,12812,12655,0,47190,125
10,Shkodër,163,163,42.06776800,19.51425000,0,19093,18753,0,51460,177
11,Tiranë,741,733,41.33278100,19.81696400,8,145862,143638,0,1430795,1483
12,Vlorë,92,89,40.46778700,19.48373700,3,24916,24599,0,50799,225
