id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,2,2,40.71000700,19.94577900,0,16,14,0,567,0
2,Dibër,0,0,41.59991200,20.26165100,0,10,10,0,92,0
3,Durrës,75,69,41.33054100,19.46326500,5,316,234,1,2448,7
4,Elbasan,5,4,41.11456500,20.08415200,1,25,20,0,662,0
5,Fier,17,13,40.72902000,19.56091000,4,75,54,0,1425,4
6,Gjirokastër,1,0,40.07869700,20.13633000,1,1,0,0,758,0
7,Korçe,1,1,40.61812600,20.77752800,0,19,18,0,328,0
8,Kukës,2,2,42.07545200,20.42317600,0,39,36,0,418,1
9,Lezhë,3,1,41.78537300,19.64099400,2,55,52,0,935,0
10,Shkodër,64,55,42.06776800,19.51425000,7,182,116,2,1680,2
11,Tiranë,256,232,41.33278100,19.81696400,20,763,486,4,8132,21
12,Vlorë,15,15,40.46778700,19.48373700,0,20,4,0,805,1
