id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,258,248,40.71000700,19.94577900,9,8805,8421,1,25802,126
2,Dibër,75,70,41.59991200,20.26165100,5,3261,3134,0,23591,52
3,Durrës,565,550,41.33054100,19.46326500,14,14272,13422,1,44844,285
4,Elbasan,361,347,41.11456500,20.08415200,13,11600,10951,1,33156,288
5,Fier,858,841,40.72902000,19.56091000,16,17120,15980,1,32259,282
6,Gjirokastër,293,284,40.07869700,20.13633000,8,6369,6000,1,24470,76
7,Korçe,193,184,40.61812600,20.77752800,8,8369,8043,1,31371,133
8,Kukës,119,109,42.07545200,20.42317600,9,4042,3888,1,26051,35
9,Lezhë,199,185,41.78537300,19.64099400,13,8549,8235,1,28860,115
10,Shkodër,492,476,42.06776800,19.51425000,13,12603,11947,3,32957,164
11,Tiranë,3945,3909,41.33278100,19.81696400,32,77195,72056,4,975605,1194
12,Vlorë,359,348,40.46778700,19.48373700,10,13312,12772,1,29301,181
