id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,335,325,40.71000700,19.94577900,9,9082,8615,1,26202,132
2,Dibër,84,81,41.59991200,20.26165100,3,3301,3164,0,23991,53
3,Durrës,406,388,41.33054100,19.46326500,16,14508,13813,2,45244,289
4,Elbasan,342,326,41.11456500,20.08415200,15,11816,11183,1,33556,291
5,Fier,881,862,40.72902000,19.56091000,18,17620,16453,1,32659,286
6,Gjirokastër,384,374,40.07869700,20.13633000,10,6580,6118,0,24870,78
7,Korçe,234,221,40.61812600,20.77752800,11,8551,8180,2,31771,137
8,Kukës,92,80,42.07545200,20.42317600,10,4094,3967,2,26451,35
9,Lezhë,185,169,41.78537300,19.64099400,14,8663,8363,2,29260,115
10,Shkodër,483,467,42.06776800,19.51425000,13,12746,12098,3,33357,165
11,Tiranë,4279,4242,41.33278100,19.81696400,33,79492,74006,4,996942,1207
12,Vlorë,452,440,40.46778700,19.48373700,11,13672,13038,1,29701,182
