id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,194,186,40.71000700,19.94577900,8,8492,8181,0,25052,117
2,Dibër,82,78,41.59991200,20.26165100,3,3199,3065,1,23441,52
3,Durrës,721,701,41.33054100,19.46326500,17,13838,12840,3,44094,277
4,Elbasan,231,214,41.11456500,20.08415200,13,11193,10681,4,32406,281
5,Fier,704,686,40.72902000,19.56091000,15,16171,15192,3,31509,275
6,Gjirokastër,205,200,40.07869700,20.13633000,4,6092,5814,1,23820,73
7,Korçe,155,148,40.61812600,20.77752800,6,8108,7826,1,30621,127
8,Kukës,156,146,42.07545200,20.42317600,8,3916,3725,2,25306,35
9,Lezhë,188,175,41.78537300,19.64099400,12,8359,8059,1,28110,112
10,Shkodër,514,503,42.06776800,19.51425000,11,12359,11683,0,32207,162
11,Tiranë,2997,2957,41.33278100,19.81696400,35,73441,69305,5,934249,1139
12,Vlorë,121,111,40.46778700,19.48373700,9,12803,12512,1,28551,170
