id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,315,299,40.71000700,19.94577900,15,706,383,1,3964,8
2,Dibër,97,83,41.59991200,20.26165100,13,280,171,1,2827,12
3,Durrës,912,885,41.33054100,19.46326500,26,2263,1294,1,10585,57
4,Elbasan,486,457,41.11456500,20.08415200,27,1218,687,2,5091,45
5,Fier,802,771,40.72902000,19.56091000,31,1619,783,0,5750,34
6,Gjirokastër,175,167,40.07869700,20.13633000,8,406,225,0,3802,6
7,Korçe,664,635,40.61812600,20.77752800,28,1351,651,1,4015,36
8,Kukës,235,218,42.07545200,20.42317600,17,618,366,0,3954,17
9,Lezhë,456,449,41.78537300,19.64099400,7,985,503,0,4889,26
10,Shkodër,599,588,42.06776800,19.51425000,11,1346,700,0,7174,47
11,Tiranë,5300,5157,41.33278100,19.81696400,139,11137,5594,4,71773,243
12,Vlorë,441,427,40.46778700,19.48373700,14,792,339,0,5068,12
