id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,88,79,40.71000700,19.94577900,8,6336,6159,1,13769,89
2,Dibër,347,343,41.59991200,20.26165100,4,2479,2085,0,11870,47
3,Durrës,1195,1168,41.33054100,19.46326500,25,10034,8621,2,29040,218
4,Elbasan,255,238,41.11456500,20.08415200,15,8437,7943,2,19456,239
5,Fier,2483,2464,40.72902000,19.56091000,18,11196,8482,1,19977,231
6,Gjirokastër,1202,1190,40.07869700,20.13633000,11,4617,3360,1,13540,55
7,Korçe,738,729,40.61812600,20.77752800,9,6225,5381,0,16729,106
8,Kukës,323,321,42.07545200,20.42317600,2,2791,2435,0,14014,33
9,Lezhë,102,90,41.78537300,19.64099400,11,5991,5801,1,17056,88
10,Shkodër,1015,1000,42.06776800,19.51425000,14,7067,5927,1,20924,125
11,Tiranë,19959,19879,41.33278100,19.81696400,76,54399,33476,4,390889,964
12,Vlorë,646,631,40.46778700,19.48373700,14,8821,8053,1,18065,122
