id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,194,186,40.71000700,19.94577900,7,8493,8181,1,25102,118
2,Dibër,82,79,41.59991200,20.26165100,2,3203,3069,1,23491,52
3,Durrës,710,690,41.33054100,19.46326500,17,13846,12857,3,44144,279
4,Elbasan,231,216,41.11456500,20.08415200,11,11195,10683,4,32456,281
5,Fier,698,681,40.72902000,19.56091000,14,16198,15225,3,31559,275
6,Gjirokastër,191,187,40.07869700,20.13633000,3,6097,5832,1,23870,74
7,Korçe,143,136,40.61812600,20.77752800,6,8108,7838,1,30671,127
8,Kukës,159,149,42.07545200,20.42317600,8,3921,3727,2,25356,35
9,Lezhë,188,175,41.78537300,19.64099400,12,8362,8061,1,28160,113
10,Shkodër,486,474,42.06776800,19.51425000,11,12364,11716,1,32257,162
11,Tiranë,3078,3044,41.33278100,19.81696400,29,73591,69371,5,936221,1142
12,Vlorë,114,104,40.46778700,19.48373700,9,12810,12525,1,28601,171
