id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,45,42,40.71000700,19.94577900,2,99,53,1,1273,1
2,Dibër,35,34,41.59991200,20.26165100,1,66,29,0,506,2
3,Durrës,361,341,41.33054100,19.46326500,15,941,551,5,4914,29
4,Elbasan,66,64,41.11456500,20.08415200,2,168,95,0,1443,7
5,Fier,116,106,40.72902000,19.56091000,10,309,183,0,2731,10
6,Gjirokastër,31,29,40.07869700,20.13633000,1,67,36,1,1288,0
7,Korçe,82,77,40.61812600,20.77752800,5,183,95,0,1077,6
8,Kukës,94,92,42.07545200,20.42317600,2,223,124,0,1349,5
9,Lezhë,92,86,41.78537300,19.64099400,5,276,179,1,1951,5
10,Shkodër,249,247,42.06776800,19.51425000,1,603,321,1,3289,33
11,Tiranë,1589,1532,41.33278100,19.81696400,48,3244,1558,9,19722,97
12,Vlorë,110,106,40.46778700,19.48373700,4,232,118,0,2193,4
