id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,174,164,40.71000700,19.94577900,9,8636,8339,1,25502,123
2,Dibër,70,68,41.59991200,20.26165100,2,3238,3116,0,23291,52
3,Durrës,720,703,41.33054100,19.46326500,16,14154,13151,1,44544,283
4,Elbasan,305,293,41.11456500,20.08415200,11,11454,10863,1,32856,286
5,Fier,867,851,40.72902000,19.56091000,15,16805,15659,1,31959,279
6,Gjirokastër,226,219,40.07869700,20.13633000,7,6239,5937,0,24270,76
7,Korçe,191,184,40.61812600,20.77752800,7,8280,7959,0,31071,130
8,Kukës,142,132,42.07545200,20.42317600,9,4004,3827,1,25756,35
9,Lezhë,191,177,41.78537300,19.64099400,13,8465,8160,1,28560,114
10,Shkodër,465,450,42.06776800,19.51425000,13,12500,11872,2,32657,163
11,Tiranë,3703,3665,41.33278100,19.81696400,33,75768,70894,5,960053,1171
12,Vlorë,204,194,40.46778700,19.48373700,9,13067,12687,1,29001,176
