id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,292,276,40.71000700,19.94577900,15,659,360,1,3914,7
2,Dibër,97,86,41.59991200,20.26165100,11,280,171,0,2787,12
3,Durrës,906,880,41.33054100,19.46326500,26,2246,1284,0,10425,56
4,Elbasan,446,420,41.11456500,20.08415200,25,1158,667,1,4991,45
5,Fier,773,741,40.72902000,19.56091000,29,1581,776,3,5670,32
6,Gjirokastër,151,146,40.07869700,20.13633000,5,377,220,0,3752,6
7,Korçe,630,601,40.61812600,20.77752800,28,1304,638,1,3925,36
8,Kukës,216,199,42.07545200,20.42317600,17,596,363,0,3864,17
9,Lezhë,450,443,41.78537300,19.64099400,7,974,498,0,4839,26
10,Shkodër,556,544,42.06776800,19.51425000,11,1302,699,1,7062,47
11,Tiranë,4968,4826,41.33278100,19.81696400,137,10665,5460,5,69176,237
12,Vlorë,414,401,40.46778700,19.48373700,12,762,337,1,5018,11
