id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,3,3,40.71000700,19.94577900,0,15781,15602,0,44722,176
2,Dibër,8,8,41.59991200,20.26165100,0,4795,4730,0,42416,57
3,Durrës,10,10,41.33054100,19.46326500,0,24130,23754,0,63853,366
4,Elbasan,35,34,41.11456500,20.08415200,1,18420,18060,0,52117,325
5,Fier,20,20,40.72902000,19.56091000,0,33063,32689,0,51291,354
6,Gjirokastër,12,12,40.07869700,20.13633000,0,12727,12614,0,42990,101
7,Korçe,4,4,40.61812600,20.77752800,0,13265,13101,0,50341,160
8,Kukës,1,1,42.07545200,20.42317600,0,5394,5356,0,44846,37
9,Lezhë,13,13,41.78537300,19.64099400,0,12861,12723,0,47640,125
10,Shkodër,15,15,42.06776800,19.51425000,0,19183,18991,0,51910,177
11,Tiranë,241,237,41.33278100,19.81696400,4,146553,144826,0,1441724,1486
12,Vlorë,28,28,40.46778700,19.48373700,0,25092,24839,0,51249,225
