id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,39,35,40.71000700,19.94577900,4,56,16,0,887,1
2,Dibër,18,8,41.59991200,20.26165100,9,29,10,1,292,1
3,Durrës,223,222,41.33054100,19.46326500,1,620,382,0,3616,15
4,Elbasan,36,35,41.11456500,20.08415200,1,73,33,0,962,4
5,Fier,29,23,40.72902000,19.56091000,6,144,110,0,2048,5
6,Gjirokastër,25,23,40.07869700,20.13633000,2,31,6,0,1012,0
7,Korçe,32,31,40.61812600,20.77752800,1,72,40,0,605,0
8,Kukës,43,41,42.07545200,20.42317600,2,101,57,0,791,1
9,Lezhë,63,62,41.78537300,19.64099400,1,153,89,0,1371,1
10,Shkodër,180,175,42.06776800,19.51425000,4,450,255,1,2623,15
11,Tiranë,614,581,41.33278100,19.81696400,27,1560,898,6,12447,48
12,Vlorë,113,107,40.46778700,19.48373700,6,165,50,0,1644,2
