id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,258,258,40.71000700,19.94577900,0,13033,12608,0,35452,167
2,Dibër,21,21,41.59991200,20.26165100,0,4109,4031,0,33241,57
3,Durrës,165,155,41.33054100,19.46326500,8,19575,19056,2,54494,354
4,Elbasan,397,388,41.11456500,20.08415200,7,16182,15464,2,42816,321
5,Fier,553,541,40.72902000,19.56091000,10,25124,24227,2,41909,344
6,Gjirokastër,127,127,40.07869700,20.13633000,0,10604,10381,0,34120,96
7,Korçe,82,80,40.61812600,20.77752800,0,11098,10863,2,41021,153
8,Kukës,160,160,42.07545200,20.42317600,0,4907,4711,0,35701,36
9,Lezhë,250,250,41.78537300,19.64099400,0,10978,10606,0,38510,122
10,Shkodër,132,122,42.06776800,19.51425000,10,16568,16263,0,42603,173
11,Tiranë,1063,1047,41.33278100,19.81696400,12,119155,116675,4,1292921,1417
12,Vlorë,373,362,40.46778700,19.48373700,10,19614,19024,1,41955,217
