id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,914,899,40.71000700,19.94577900,14,3275,2308,1,7029,53
2,Dibër,447,439,41.59991200,20.26165100,7,1801,1327,1,5887,27
3,Durrës,1560,1533,41.33054100,19.46326500,25,6290,4592,2,17593,138
4,Elbasan,1322,1301,41.11456500,20.08415200,18,4752,3301,3,9531,129
5,Fier,2207,2184,40.72902000,19.56091000,21,6525,4195,2,9532,123
6,Gjirokastër,589,580,40.07869700,20.13633000,9,2309,1689,0,7141,31
7,Korçe,895,888,40.61812600,20.77752800,6,3691,2725,1,7980,71
8,Kukës,455,444,42.07545200,20.42317600,11,1741,1256,0,7839,30
9,Lezhë,1031,1011,41.78537300,19.64099400,17,3728,2637,3,9204,60
10,Shkodër,1382,1377,42.06776800,19.51425000,5,4250,2794,0,12084,74
11,Tiranë,16528,16392,41.33278100,19.81696400,129,33252,16156,7,244163,568
12,Vlorë,1242,1215,40.46778700,19.48373700,27,4736,3440,0,9103,54
