id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,812,797,40.71000700,19.94577900,13,2691,1828,2,6369,51
2,Dibër,536,533,41.59991200,20.26165100,3,1458,900,0,5227,22
3,Durrës,1363,1346,41.33054100,19.46326500,15,5240,3746,2,16105,131
4,Elbasan,968,939,41.11456500,20.08415200,27,3774,2684,2,8541,122
5,Fier,1819,1801,40.72902000,19.56091000,14,5455,3521,4,8532,115
6,Gjirokastër,461,450,40.07869700,20.13633000,10,2076,1586,1,6343,29
7,Korçe,934,915,40.61812600,20.77752800,16,3467,2464,3,7120,69
8,Kukës,373,366,42.07545200,20.42317600,7,1496,1095,0,7059,28
9,Lezhë,998,985,41.78537300,19.64099400,13,3144,2095,0,8314,51
10,Shkodër,1384,1367,42.06776800,19.51425000,15,3804,2348,2,11060,72
11,Tiranë,14542,14437,41.33278100,19.81696400,94,28944,13886,11,203191,516
12,Vlorë,1028,1014,40.46778700,19.48373700,12,3785,2707,2,8153,50
