id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,290,278,40.71000700,19.94577900,11,8993,8574,1,26102,129
2,Dibër,80,77,41.59991200,20.26165100,3,3292,3159,0,23891,53
3,Durrës,481,464,41.33054100,19.46326500,16,14472,13704,1,45144,287
4,Elbasan,348,333,41.11456500,20.08415200,14,11772,11134,1,33456,290
5,Fier,841,820,40.72902000,19.56091000,20,17513,16389,1,32559,283
6,Gjirokastër,366,354,40.07869700,20.13633000,12,6540,6096,0,24770,78
7,Korçe,235,224,40.61812600,20.77752800,10,8509,8139,1,31671,135
8,Kukës,111,100,42.07545200,20.42317600,10,4086,3940,1,26351,35
9,Lezhë,183,168,41.78537300,19.64099400,14,8631,8333,1,29160,115
10,Shkodër,492,477,42.06776800,19.51425000,13,12703,12046,2,33257,165
11,Tiranë,4181,4142,41.33278100,19.81696400,35,79014,73629,4,992688,1204
12,Vlorë,451,438,40.46778700,19.48373700,12,13600,12968,1,29601,181
