id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,925,901,40.71000700,19.94577900,21,2034,1068,3,5424,41
2,Dibër,394,390,41.59991200,20.26165100,4,825,413,0,4282,18
3,Durrës,1395,1378,41.33054100,19.46326500,16,4128,2617,1,13945,116
4,Elbasan,986,960,41.11456500,20.08415200,24,2998,1913,2,7191,99
5,Fier,1743,1700,40.72902000,19.56091000,37,4161,2330,6,7452,88
6,Gjirokastër,555,540,40.07869700,20.13633000,15,1744,1165,0,5344,24
7,Korçe,1090,1067,40.61812600,20.77752800,22,3034,1879,1,5905,65
8,Kukës,458,447,42.07545200,20.42317600,10,1220,739,1,5844,23
9,Lezhë,920,912,41.78537300,19.64099400,7,2327,1367,1,6964,40
10,Shkodër,1254,1235,42.06776800,19.51425000,18,2966,1647,1,9548,65
11,Tiranë,12594,12416,41.33278100,19.81696400,172,23456,10424,6,148661,438
12,Vlorë,1157,1132,40.46778700,19.48373700,21,2531,1336,4,6938,38
