id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,193,193,40.71000700,19.94577900,0,13065,12705,0,35702,167
2,Dibër,15,15,41.59991200,20.26165100,0,4115,4043,0,33491,57
3,Durrës,143,133,41.33054100,19.46326500,8,19600,19102,2,54744,355
4,Elbasan,332,325,41.11456500,20.08415200,7,16219,15566,0,43066,321
5,Fier,401,389,40.72902000,19.56091000,10,25189,24444,2,42159,344
6,Gjirokastër,139,139,40.07869700,20.13633000,0,10642,10407,0,34370,96
7,Korçe,70,70,40.61812600,20.77752800,0,11120,10897,0,41271,153
8,Kukës,139,139,42.07545200,20.42317600,0,4922,4747,0,35951,36
9,Lezhë,242,242,41.78537300,19.64099400,0,10995,10631,0,38710,122
10,Shkodër,108,98,42.06776800,19.51425000,10,16581,16300,0,42853,173
11,Tiranë,807,793,41.33278100,19.81696400,12,119395,117165,2,1297495,1423
12,Vlorë,199,190,40.46778700,19.48373700,9,19684,19268,0,42205,217
