id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,4,4,40.71000700,19.94577900,0,15804,15624,0,45402,176
2,Dibër,0,0,41.59991200,20.26165100,0,4801,4744,0,43096,57
3,Durrës,2,2,41.33054100,19.46326500,0,24168,23800,0,64553,366
4,Elbasan,5,5,41.11456500,20.08415200,0,18433,18103,0,52799,325
5,Fier,12,12,40.72902000,19.56091000,0,33150,32784,0,51971,354
6,Gjirokastër,10,10,40.07869700,20.13633000,0,12800,12687,0,43622,103
7,Korçe,0,0,40.61812600,20.77752800,0,13273,13113,0,51021,160
8,Kukës,0,0,42.07545200,20.42317600,0,5396,5359,0,45526,37
9,Lezhë,2,2,41.78537300,19.64099400,0,12881,12754,0,48300,125
10,Shkodër,3,3,42.06776800,19.51425000,0,19204,19024,0,52590,177
11,Tiranë,144,141,41.33278100,19.81696400,3,146962,145329,0,1452841,1489
12,Vlorë,15,15,40.46778700,19.48373700,0,25198,24958,0,51929,225
