id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,5,5,40.71000700,19.94577900,0,15783,15602,0,44822,176
2,Dibër,5,5,41.59991200,20.26165100,0,4796,4734,0,42516,57
3,Durrës,7,7,41.33054100,19.46326500,0,24132,23759,0,63953,366
4,Elbasan,23,22,41.11456500,20.08415200,1,18421,18073,0,52217,325
5,Fier,19,19,40.72902000,19.56091000,0,33076,32703,0,51391,354
6,Gjirokastër,12,12,40.07869700,20.13633000,0,12746,12633,0,43090,101
7,Korçe,1,1,40.61812600,20.77752800,0,13266,13105,0,50441,160
8,Kukës,2,2,42.07545200,20.42317600,0,5395,5356,0,44946,37
9,Lezhë,3,3,41.78537300,19.64099400,0,12867,12739,0,47740,125
10,Shkodër,8,8,42.06776800,19.51425000,0,19187,19002,0,52010,177
11,Tiranë,202,200,41.33278100,19.81696400,2,146633,144943,0,1443733,1488
12,Vlorë,6,6,40.46778700,19.48373700,0,25107,24876,0,51349,225
