id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,216,208,40.71000700,19.94577900,7,8375,8048,1,24652,111
2,Dibër,135,134,41.59991200,20.26165100,1,3181,2994,0,22991,52
3,Durrës,864,841,41.33054100,19.46326500,20,13641,12504,3,43744,273
4,Elbasan,353,334,41.11456500,20.08415200,16,11036,10404,3,32006,279
5,Fier,707,689,40.72902000,19.56091000,14,15762,14785,4,31109,270
6,Gjirokastër,222,217,40.07869700,20.13633000,5,5987,5694,0,23420,71
7,Korçe,148,141,40.61812600,20.77752800,6,7999,7727,1,30221,124
8,Kukës,157,149,42.07545200,20.42317600,7,3836,3645,1,24906,34
9,Lezhë,291,279,41.78537300,19.64099400,11,8280,7881,1,27710,108
10,Shkodër,610,599,42.06776800,19.51425000,11,12238,11467,0,31807,161
11,Tiranë,3268,3221,41.33278100,19.81696400,42,71677,67290,5,914091,1119
12,Vlorë,389,379,40.46778700,19.48373700,9,12631,12085,1,28151,157
