id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,47,47,40.71000700,19.94577900,0,15753,15530,0,44362,176
2,Dibër,22,22,41.59991200,20.26165100,0,4763,4684,0,42056,57
3,Durrës,113,112,41.33054100,19.46326500,1,24081,23602,0,63493,366
4,Elbasan,95,92,41.11456500,20.08415200,3,18395,17975,0,51757,325
5,Fier,82,82,40.72902000,19.56091000,0,32957,32521,0,50931,354
6,Gjirokastër,46,46,40.07869700,20.13633000,0,12671,12524,0,42620,101
7,Korçe,46,46,40.61812600,20.77752800,0,13235,13030,0,49991,159
8,Kukës,8,8,42.07545200,20.42317600,0,5388,5343,0,44486,37
9,Lezhë,14,14,41.78537300,19.64099400,0,12819,12680,0,47280,125
10,Shkodër,123,123,42.06776800,19.51425000,0,19126,18826,0,51550,177
11,Tiranë,497,490,41.33278100,19.81696400,7,146086,144105,0,1433593,1484
12,Vlorë,59,59,40.46778700,19.48373700,0,24964,24680,0,50889,225
