id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,174,165,40.71000700,19.94577900,9,460,281,0,3179,5
2,Dibër,78,73,41.59991200,20.26165100,5,235,146,0,2098,11
3,Durrës,620,602,41.33054100,19.46326500,13,1869,1199,5,8926,50
4,Elbasan,257,227,41.11456500,20.08415200,29,868,579,1,4065,32
5,Fier,336,311,40.72902000,19.56091000,22,1026,667,3,4693,23
6,Gjirokastër,65,60,40.07869700,20.13633000,5,257,186,0,3008,6
7,Korçe,329,302,40.61812600,20.77752800,26,855,503,1,3070,23
8,Kukës,167,153,42.07545200,20.42317600,14,516,336,0,3009,13
9,Lezhë,299,293,41.78537300,19.64099400,5,772,455,1,4119,18
10,Shkodër,439,429,42.06776800,19.51425000,9,1105,620,1,6094,46
11,Tiranë,2935,2842,41.33278100,19.81696400,86,7733,4595,7,52484,203
12,Vlorë,210,203,40.46778700,19.48373700,5,516,297,2,4258,9
