id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,352,345,40.71000700,19.94577900,7,7197,6744,0,22702,101
2,Dibër,169,169,41.59991200,20.26165100,0,2717,2498,0,21041,50
3,Durrës,778,766,41.33054100,19.46326500,12,11230,10212,0,41794,240
4,Elbasan,497,488,41.11456500,20.08415200,9,9523,8769,0,30056,257
5,Fier,695,688,40.72902000,19.56091000,7,12674,11736,0,29159,243
6,Gjirokastër,281,278,40.07869700,20.13633000,3,5259,4914,0,21980,64
7,Korçe,254,250,40.61812600,20.77752800,4,7131,6757,0,28171,120
8,Kukës,160,160,42.07545200,20.42317600,0,3137,2943,0,22956,34
9,Lezhë,567,560,41.78537300,19.64099400,7,6959,6299,0,25760,93
10,Shkodër,1789,1783,42.06776800,19.51425000,6,9738,7800,0,29857,149
11,Tiranë,3638,3609,41.33278100,19.81696400,29,60351,55704,0,754288,1009
12,Vlorë,908,897,40.46778700,19.48373700,11,10471,9425,0,26201,138
