id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,5,5,40.71000700,19.94577900,0,13235,13059,0,39132,171
2,Dibër,0,0,41.59991200,20.26165100,0,4130,4073,0,36826,57
3,Durrës,7,7,41.33054100,19.46326500,0,19781,19417,0,58234,357
4,Elbasan,2,2,41.11456500,20.08415200,0,16408,16084,0,46526,322
5,Fier,50,50,40.72902000,19.56091000,0,25990,25593,0,45701,347
6,Gjirokastër,9,8,40.07869700,20.13633000,1,10902,10796,0,37380,97
7,Korçe,8,8,40.61812600,20.77752800,0,11266,11103,0,44761,155
8,Kukës,0,0,42.07545200,20.42317600,0,5003,4967,0,39266,36
9,Lezhë,0,0,41.78537300,19.64099400,0,11099,10977,0,42050,122
10,Shkodër,8,8,42.06776800,19.51425000,0,16725,16542,0,46290,175
11,Tiranë,248,243,41.33278100,19.81696400,5,121897,120213,0,1353872,1436
12,Vlorë,36,36,40.46778700,19.48373700,0,20385,20127,0,45659,222
