id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,21,19,40.71000700,19.94577900,2,13278,13086,0,39432,171
2,Dibër,6,5,41.59991200,20.26165100,1,4139,4076,0,37126,57
3,Durrës,111,109,41.33054100,19.46326500,2,19930,19462,0,58523,357
4,Elbasan,46,46,41.11456500,20.08415200,0,16465,16097,0,46826,322
5,Fier,168,168,40.72902000,19.56091000,0,26364,25849,0,46001,347
6,Gjirokastër,60,58,40.07869700,20.13633000,2,10989,10832,0,37680,97
7,Korçe,23,22,40.61812600,20.77752800,1,11305,11127,0,45061,155
8,Kukës,3,3,42.07545200,20.42317600,0,5008,4969,0,39566,36
9,Lezhë,65,65,41.78537300,19.64099400,0,11225,11038,0,42350,122
10,Shkodër,50,50,42.06776800,19.51425000,0,16790,16565,0,46590,175
11,Tiranë,1841,1829,41.33278100,19.81696400,12,124172,120893,0,1362518,1438
12,Vlorë,134,133,40.46778700,19.48373700,1,20633,20277,0,45959,222
