id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,0,0,40.71000700,19.94577900,0,13229,13058,0,39032,171
2,Dibër,3,3,41.59991200,20.26165100,0,4130,4070,0,36726,57
3,Durrës,9,8,41.33054100,19.46326500,1,19767,19401,0,58094,357
4,Elbasan,4,4,41.11456500,20.08415200,0,16405,16079,0,46426,322
5,Fier,33,32,40.72902000,19.56091000,1,25878,25498,0,45539,347
6,Gjirokastër,18,18,40.07869700,20.13633000,0,10890,10775,0,37280,97
7,Korçe,8,8,40.61812600,20.77752800,0,11257,11094,0,44661,155
8,Kukës,1,1,42.07545200,20.42317600,0,5003,4966,0,39166,36
9,Lezhë,2,2,41.78537300,19.64099400,0,11096,10972,0,41950,122
10,Shkodër,3,3,42.06776800,19.51425000,0,16719,16541,0,46190,175
11,Tiranë,203,202,41.33278100,19.81696400,1,121571,119932,0,1349595,1436
12,Vlorë,22,22,40.46778700,19.48373700,0,20329,20085,0,45559,222
