id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,458,451,40.71000700,19.94577900,6,9638,9044,1,26902,136
2,Dibër,65,60,41.59991200,20.26165100,4,3346,3228,1,24691,53
3,Durrës,388,375,41.33054100,19.46326500,12,14905,14219,1,45944,298
4,Elbasan,361,349,41.11456500,20.08415200,10,12197,11545,2,34256,291
5,Fier,636,614,40.72902000,19.56091000,18,18358,17425,4,33359,297
6,Gjirokastër,545,534,40.07869700,20.13633000,11,6968,6343,0,25570,80
7,Korçe,211,205,40.61812600,20.77752800,5,8812,8461,1,32471,140
8,Kukës,61,46,42.07545200,20.42317600,13,4154,4058,2,27151,35
9,Lezhë,170,160,41.78537300,19.64099400,9,8836,8551,1,29960,115
10,Shkodër,464,455,42.06776800,19.51425000,9,12949,12316,0,34053,169
11,Tiranë,4234,4199,41.33278100,19.81696400,32,82931,77441,3,1031558,1256
12,Vlorë,254,249,40.46778700,19.48373700,3,14073,13636,2,30405,183
