id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,48,46,40.71000700,19.94577900,2,6756,6608,0,21552,100
2,Dibër,6,6,41.59991200,20.26165100,0,2519,2465,0,19691,48
3,Durrës,52,48,41.33054100,19.46326500,4,10332,10045,0,39544,235
4,Elbasan,103,100,41.11456500,20.08415200,3,8871,8516,0,28656,252
5,Fier,90,89,40.72902000,19.56091000,1,11655,11323,0,27539,242
6,Gjirokastër,21,21,40.07869700,20.13633000,0,4907,4822,0,20630,64
7,Korçe,17,17,40.61812600,20.77752800,0,6807,6672,0,26645,118
8,Kukës,25,25,42.07545200,20.42317600,0,2923,2864,0,21506,34
9,Lezhë,63,57,41.78537300,19.64099400,6,6274,6119,0,24510,92
10,Shkodër,161,160,42.06776800,19.51425000,1,7672,7364,0,28067,147
11,Tiranë,382,371,41.33278100,19.81696400,11,56013,54632,0,651451,999
12,Vlorë,114,112,40.46778700,19.48373700,2,9252,9009,0,24551,129
