id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,3,3,40.71000700,19.94577900,0,13232,13058,0,39092,171
2,Dibër,0,0,41.59991200,20.26165100,0,4130,4073,0,36786,57
3,Durrës,8,8,41.33054100,19.46326500,0,19775,19410,0,58194,357
4,Elbasan,4,4,41.11456500,20.08415200,0,16408,16082,0,46486,322
5,Fier,48,46,40.72902000,19.56091000,2,25946,25551,0,45647,347
6,Gjirokastër,4,4,40.07869700,20.13633000,0,10895,10794,0,37340,97
7,Korçe,10,10,40.61812600,20.77752800,0,11263,11098,0,44721,155
8,Kukës,0,0,42.07545200,20.42317600,0,5003,4967,0,39226,36
9,Lezhë,3,3,41.78537300,19.64099400,0,11099,10974,0,42010,122
10,Shkodër,2,2,42.06776800,19.51425000,0,16719,16542,0,46250,175
11,Tiranë,214,212,41.33278100,19.81696400,2,121759,120109,0,1352270,1436
12,Vlorë,19,19,40.46778700,19.48373700,0,20352,20111,0,45619,222
