id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,35,33,40.71000700,19.94577900,2,63,27,0,979,1
2,Dibër,26,26,41.59991200,20.26165100,0,42,15,0,367,1
3,Durrës,201,191,41.33054100,19.46326500,8,681,463,2,3939,17
4,Elbasan,51,48,41.11456500,20.08415200,3,101,45,0,1111,5
5,Fier,43,34,40.72902000,19.56091000,7,179,131,2,2197,5
6,Gjirokastër,22,20,40.07869700,20.13633000,1,40,18,1,1107,0
7,Korçe,63,62,40.61812600,20.77752800,1,117,53,0,777,1
8,Kukës,52,50,42.07545200,20.42317600,2,129,75,0,965,2
9,Lezhë,89,81,41.78537300,19.64099400,6,206,116,2,1592,1
10,Shkodër,201,192,42.06776800,19.51425000,5,502,281,4,2833,20
11,Tiranë,893,817,41.33278100,19.81696400,67,2042,1089,9,14434,60
12,Vlorë,100,97,40.46778700,19.48373700,3,188,84,0,1831,4
