id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,16,16,40.71000700,19.94577900,0,13140,12953,0,36612,171
2,Dibër,7,7,41.59991200,20.26165100,0,4122,4058,0,34341,57
3,Durrës,16,11,41.33054100,19.46326500,4,19666,19293,1,55664,357
4,Elbasan,27,25,41.11456500,20.08415200,2,16300,15951,0,43986,322
5,Fier,85,80,40.72902000,19.56091000,4,25420,24990,1,43079,345
6,Gjirokastër,27,27,40.07869700,20.13633000,0,10738,10615,0,35250,96
7,Korçe,15,15,40.61812600,20.77752800,0,11160,10990,0,42191,155
8,Kukës,21,21,42.07545200,20.42317600,0,4970,4913,0,36861,36
9,Lezhë,9,9,41.78537300,19.64099400,0,11055,10924,0,39620,122
10,Shkodër,17,17,42.06776800,19.51425000,0,16629,16437,0,43770,175
11,Tiranë,263,252,41.33278100,19.81696400,10,120019,118323,1,1314851,1433
12,Vlorë,84,84,40.46778700,19.48373700,0,19927,19623,0,43129,220
