id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,513,504,40.71000700,19.94577900,8,7792,7176,1,23602,103
2,Dibër,204,204,41.59991200,20.26165100,0,2991,2737,0,21941,50
3,Durrës,1152,1127,41.33054100,19.46326500,19,12682,11282,6,42694,248
4,Elbasan,645,614,41.11456500,20.08415200,28,10378,9467,3,30956,266
5,Fier,1174,1156,40.72902000,19.56091000,15,14361,12934,3,30059,253
6,Gjirokastër,260,251,40.07869700,20.13633000,9,5624,5298,0,22880,66
7,Korçe,303,290,40.61812600,20.77752800,12,7591,7167,1,29071,121
8,Kukës,287,280,42.07545200,20.42317600,6,3522,3201,1,23856,34
9,Lezhë,646,633,41.78537300,19.64099400,12,7813,7067,1,26660,100
10,Shkodër,1323,1309,42.06776800,19.51425000,13,11466,9986,1,30757,157
11,Tiranë,5469,5406,41.33278100,19.81696400,58,66287,59784,5,838481,1034
12,Vlorë,796,782,40.46778700,19.48373700,11,11666,10728,3,27101,142
