id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,12,12,40.71000700,19.94577900,0,6697,6586,0,18441,99
2,Dibër,3,3,41.59991200,20.26165100,0,2513,2462,0,16648,48
3,Durrës,11,9,41.33054100,19.46326500,1,10249,10004,1,34544,234
4,Elbasan,5,4,41.11456500,20.08415200,1,8723,8466,0,25896,252
5,Fier,1,1,40.72902000,19.56091000,0,11548,11305,0,24949,242
6,Gjirokastër,4,4,40.07869700,20.13633000,0,4882,4815,0,17813,63
7,Korçe,3,3,40.61812600,20.77752800,0,6764,6643,0,22403,118
8,Kukës,2,2,42.07545200,20.42317600,0,2872,2836,0,18546,34
9,Lezhë,8,8,41.78537300,19.64099400,0,6185,6086,0,21960,91
10,Shkodër,42,42,42.06776800,19.51425000,0,7481,7292,0,25217,147
11,Tiranë,36,32,41.33278100,19.81696400,2,55454,54421,2,523112,997
12,Vlorë,0,0,40.46778700,19.48373700,0,9116,8987,0,22741,129
