id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,8,7,40.71000700,19.94577900,1,23,15,0,689,0
2,Dibër,8,8,41.59991200,20.26165100,0,18,10,0,137,0
3,Durrës,203,198,41.33054100,19.46326500,5,521,307,0,3180,11
4,Elbasan,16,15,41.11456500,20.08415200,0,43,25,1,818,2
5,Fier,51,48,40.72902000,19.56091000,3,129,73,0,1798,5
6,Gjirokastër,7,7,40.07869700,20.13633000,0,8,1,0,867,0
7,Korçe,28,25,40.61812600,20.77752800,3,51,23,0,502,0
8,Kukës,19,19,42.07545200,20.42317600,0,65,45,0,623,1
9,Lezhë,45,41,41.78537300,19.64099400,3,108,63,1,1187,0
10,Shkodër,152,141,42.06776800,19.51425000,9,378,216,2,2300,10
11,Tiranë,387,342,41.33278100,19.81696400,40,1191,766,5,10693,38
12,Vlorë,110,106,40.46778700,19.48373700,4,127,15,0,1445,2
