id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,57,51,40.71000700,19.94577900,4,115,57,2,1430,1
2,Dibër,34,33,41.59991200,20.26165100,1,79,42,0,610,3
3,Durrës,433,413,41.33054100,19.46326500,15,1066,601,5,5330,32
4,Elbasan,101,98,41.11456500,20.08415200,3,213,103,0,1730,9
5,Fier,150,140,40.72902000,19.56091000,9,371,211,1,2918,10
6,Gjirokastër,34,32,40.07869700,20.13633000,2,83,46,0,1467,3
7,Korçe,132,124,40.61812600,20.77752800,8,251,110,0,1306,9
8,Kukës,107,105,42.07545200,20.42317600,2,270,158,0,1524,5
9,Lezhë,134,132,41.78537300,19.64099400,1,330,190,1,2174,6
10,Shkodër,290,290,42.06776800,19.51425000,0,656,332,0,3598,34
11,Tiranë,1854,1795,41.33278100,19.81696400,52,3806,1839,7,21997,113
12,Vlorë,127,123,40.46778700,19.48373700,4,259,127,0,2445,5
