id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,114,111,40.71000700,19.94577900,3,346,229,0,2729,3
2,Dibër,80,72,41.59991200,20.26165100,7,214,124,1,1767,10
3,Durrës,555,522,41.33054100,19.46326500,26,1720,1118,7,8340,47
4,Elbasan,236,214,41.11456500,20.08415200,22,738,475,0,3736,27
5,Fier,225,208,40.72902000,19.56091000,17,823,575,0,4360,23
6,Gjirokastër,62,61,40.07869700,20.13633000,1,227,161,0,2742,4
7,Korçe,242,216,40.61812600,20.77752800,26,698,437,0,2775,19
8,Kukës,132,124,42.07545200,20.42317600,8,471,328,0,2714,11
9,Lezhë,262,257,41.78537300,19.64099400,5,703,425,0,3747,16
10,Shkodër,398,385,42.06776800,19.51425000,12,1008,568,1,5694,42
11,Tiranë,2695,2623,41.33278100,19.81696400,64,6992,4107,8,46035,190
12,Vlorë,184,178,40.46778700,19.48373700,4,470,278,2,3983,8
