id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,742,719,40.71000700,19.94577900,21,1626,852,2,5109,32
2,Dibër,265,261,41.59991200,20.26165100,4,599,317,0,3967,17
3,Durrës,1374,1344,41.33054100,19.46326500,27,3672,2196,3,13225,102
4,Elbasan,835,803,41.11456500,20.08415200,29,2547,1623,3,6741,89
5,Fier,1620,1578,40.72902000,19.56091000,36,3551,1853,6,7092,78
6,Gjirokastër,489,473,40.07869700,20.13633000,15,1458,950,1,5011,19
7,Korçe,1119,1093,40.61812600,20.77752800,23,2695,1515,3,5500,61
8,Kukës,438,427,42.07545200,20.42317600,10,1078,619,1,5439,21
9,Lezhë,775,767,41.78537300,19.64099400,7,1921,1108,1,6514,38
10,Shkodër,899,876,42.06776800,19.51425000,21,2306,1344,2,9044,63
11,Tiranë,11364,11153,41.33278100,19.81696400,198,20943,9197,13,129929,382
12,Vlorë,1053,1029,40.46778700,19.48373700,21,2040,953,3,6533,34
