id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,100,91,40.71000700,19.94577900,8,6320,6131,1,13649,89
2,Dibër,346,342,41.59991200,20.26165100,4,2477,2084,0,11768,47
3,Durrës,1208,1180,41.33054100,19.46326500,27,10021,8597,1,28886,216
4,Elbasan,248,231,41.11456500,20.08415200,15,8403,7916,2,19320,239
5,Fier,2509,2489,40.72902000,19.56091000,19,11165,8426,1,19842,230
6,Gjirokastër,1197,1184,40.07869700,20.13633000,12,4607,3356,1,13443,54
7,Korçe,730,721,40.61812600,20.77752800,9,6197,5361,0,16605,106
8,Kukës,342,340,42.07545200,20.42317600,2,2791,2416,0,13904,33
9,Lezhë,101,89,41.78537300,19.64099400,11,5980,5791,1,16924,88
10,Shkodër,1010,995,42.06776800,19.51425000,14,7040,5906,1,20809,124
11,Tiranë,20157,20075,41.33278100,19.81696400,78,54326,33207,4,389558,962
12,Vlorë,691,675,40.46778700,19.48373700,15,8828,8015,1,17937,122
