id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,755,748,40.71000700,19.94577900,7,12302,11387,0,33502,160
2,Dibër,148,146,41.59991200,20.26165100,2,4053,3848,0,31291,57
3,Durrës,597,583,41.33054100,19.46326500,12,18905,17970,2,52544,338
4,Elbasan,1140,1129,41.11456500,20.08415200,9,15619,14164,2,40866,315
5,Fier,1712,1692,40.72902000,19.56091000,18,23980,21933,2,39959,335
6,Gjirokastër,1020,1018,40.07869700,20.13633000,2,10008,8896,0,32170,92
7,Korçe,714,706,40.61812600,20.77752800,6,10833,9970,2,39071,149
8,Kukës,309,304,42.07545200,20.42317600,5,4777,4432,0,33751,36
9,Lezhë,699,691,41.78537300,19.64099400,8,10711,9894,0,36560,118
10,Shkodër,1617,1615,42.06776800,19.51425000,2,16059,14273,0,40653,169
11,Tiranë,8041,7999,41.33278100,19.81696400,34,114352,104936,8,1250979,1375
12,Vlorë,1316,1303,40.46778700,19.48373700,10,18477,16952,3,40005,209
