id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,372,365,40.71000700,19.94577900,6,9140,8635,1,26252,133
2,Dibër,91,88,41.59991200,20.26165100,3,3312,3168,0,24041,53
3,Durrës,417,398,41.33054100,19.46326500,16,14539,13833,3,45294,289
4,Elbasan,311,297,41.11456500,20.08415200,12,11856,11254,2,33606,291
5,Fier,898,879,40.72902000,19.56091000,18,17687,16501,1,32709,288
6,Gjirokastër,400,389,40.07869700,20.13633000,9,6602,6124,2,24920,78
7,Korçe,242,232,40.61812600,20.77752800,8,8581,8202,2,31821,137
8,Kukës,81,69,42.07545200,20.42317600,10,4101,3985,2,26501,35
9,Lezhë,198,187,41.78537300,19.64099400,9,8677,8364,2,29310,115
10,Shkodër,474,461,42.06776800,19.51425000,12,12763,12123,1,33407,166
11,Tiranë,4243,4206,41.33278100,19.81696400,32,79831,74380,5,999988,1208
12,Vlorë,463,451,40.46778700,19.48373700,11,13726,13081,1,29751,182
