id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,289,282,40.71000700,19.94577900,7,7086,6697,0,22502,100
2,Dibër,117,117,41.59991200,20.26165100,0,2653,2486,0,20841,50
3,Durrës,582,570,41.33054100,19.46326500,12,10974,10153,0,41594,239
4,Elbasan,379,371,41.11456500,20.08415200,8,9325,8691,0,29856,255
5,Fier,677,670,40.72902000,19.56091000,7,12443,11523,0,28959,243
6,Gjirokastër,253,250,40.07869700,20.13633000,3,5193,4876,0,21780,64
7,Korçe,160,156,40.61812600,20.77752800,4,7017,6738,0,27971,119
8,Kukës,130,130,42.07545200,20.42317600,0,3072,2908,0,22156,34
9,Lezhë,428,421,41.78537300,19.64099400,7,6745,6224,0,25560,93
10,Shkodër,1415,1409,42.06776800,19.51425000,6,9207,7643,0,29057,149
11,Tiranë,3103,3072,41.33278100,19.81696400,31,59297,55189,0,736377,1005
12,Vlorë,778,767,40.46778700,19.48373700,11,10162,9248,0,26001,136
