id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,38,37,40.71000700,19.94577900,1,6670,6534,0,17191,98
2,Dibër,4,4,41.59991200,20.26165100,0,2509,2457,0,15198,48
3,Durrës,11,9,41.33054100,19.46326500,2,10237,9992,0,33144,234
4,Elbasan,39,37,41.11456500,20.08415200,2,8710,8420,0,24236,251
5,Fier,20,16,40.72902000,19.56091000,3,11540,11278,1,23592,242
6,Gjirokastër,26,25,40.07869700,20.13633000,1,4872,4783,0,16303,63
7,Korçe,94,93,40.61812600,20.77752800,1,6753,6542,0,21203,117
8,Kukës,10,10,42.07545200,20.42317600,0,2869,2825,0,17306,34
9,Lezhë,29,29,41.78537300,19.64099400,0,6166,6046,0,20710,91
10,Shkodër,83,81,42.06776800,19.51425000,2,7446,7216,0,24201,147
11,Tiranë,378,352,41.33278100,19.81696400,23,55380,54007,3,475485,995
12,Vlorë,43,39,40.46778700,19.48373700,3,9112,8942,1,21591,127
