id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,195,188,40.71000700,19.94577900,7,6944,6649,0,22252,100
2,Dibër,74,74,41.59991200,20.26165100,0,2596,2473,0,20591,49
3,Durrës,328,319,41.33054100,19.46326500,9,10653,10087,0,41344,238
4,Elbasan,267,259,41.11456500,20.08415200,8,9125,8603,0,29606,255
5,Fier,464,458,40.72902000,19.56091000,6,12092,11385,0,28709,243
6,Gjirokastër,168,167,40.07869700,20.13633000,1,5080,4848,0,21530,64
7,Korçe,135,131,40.61812600,20.77752800,4,6950,6697,0,27721,118
8,Kukës,101,101,42.07545200,20.42317600,0,3008,2873,0,21906,34
9,Lezhë,261,254,41.78537300,19.64099400,7,6524,6171,0,25310,92
10,Shkodër,911,905,42.06776800,19.51425000,6,8528,7470,0,28807,147
11,Tiranë,2138,2113,41.33278100,19.81696400,25,58043,54901,0,709552,1004
12,Vlorë,531,523,40.46778700,19.48373700,8,9781,9116,0,25751,134
