id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,41,41,40.71000700,19.94577900,0,15736,15519,0,44302,176
2,Dibër,25,25,41.59991200,20.26165100,0,4758,4676,0,41996,57
3,Durrës,131,131,41.33054100,19.46326500,0,24061,23564,0,63433,366
4,Elbasan,121,118,41.11456500,20.08415200,3,18387,17941,0,51697,325
5,Fier,76,76,40.72902000,19.56091000,0,32921,32491,0,50871,354
6,Gjirokastër,57,57,40.07869700,20.13633000,0,12645,12487,0,42560,101
7,Korçe,44,44,40.61812600,20.77752800,0,13217,13014,0,49931,159
8,Kukës,3,3,42.07545200,20.42317600,0,5383,5343,0,44426,37
9,Lezhë,28,28,41.78537300,19.64099400,0,12815,12662,0,47220,125
10,Shkodër,167,167,42.06776800,19.51425000,0,19105,18761,0,51490,177
11,Tiranë,601,594,41.33278100,19.81696400,7,145950,143865,0,1431797,1484
12,Vlorë,63,60,40.46778700,19.48373700,3,24929,24641,0,50829,225
