id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,334,320,40.71000700,19.94577900,12,9929,9455,2,27502,140
2,Dibër,67,67,41.59991200,20.26165100,0,3392,3270,0,25291,55
3,Durrës,372,354,41.33054100,19.46326500,16,15229,14551,2,46544,306
4,Elbasan,275,264,41.11456500,20.08415200,9,12406,11836,2,34856,295
5,Fier,692,670,40.72902000,19.56091000,18,18992,17994,4,33959,306
6,Gjirokastër,541,535,40.07869700,20.13633000,6,7195,6573,0,26170,81
7,Korçe,124,119,40.61812600,20.77752800,5,8949,8680,0,33071,145
8,Kukës,47,34,42.07545200,20.42317600,13,4198,4115,0,27751,36
9,Lezhë,162,153,41.78537300,19.64099400,9,8976,8698,0,30560,116
10,Shkodër,444,435,42.06776800,19.51425000,9,13113,12500,0,34653,169
11,Tiranë,3122,3085,41.33278100,19.81696400,35,84952,80555,2,1053715,1275
12,Vlorë,202,194,40.46778700,19.48373700,7,14399,14011,1,31005,186
