id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,360,347,40.71000700,19.94577900,12,782,412,1,4094,10
2,Dibër,125,119,41.59991200,20.26165100,5,314,177,1,2952,12
3,Durrës,1019,995,41.33054100,19.46326500,23,2426,1345,1,10905,62
4,Elbasan,602,556,41.11456500,20.08415200,44,1378,727,2,5291,49
5,Fier,926,900,40.72902000,19.56091000,26,1775,813,0,5910,36
6,Gjirokastër,266,262,40.07869700,20.13633000,4,505,232,0,3938,7
7,Korçe,748,705,40.61812600,20.77752800,42,1491,704,1,4195,39
8,Kukës,288,273,42.07545200,20.42317600,15,676,370,0,4134,18
9,Lezhë,554,548,41.78537300,19.64099400,5,1102,521,1,5064,27
10,Shkodër,693,680,42.06776800,19.51425000,13,1445,705,0,7398,47
11,Tiranë,5851,5696,41.33278100,19.81696400,152,11949,5846,3,77573,252
12,Vlorë,525,516,40.46778700,19.48373700,9,888,351,0,5228,12
