id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,383,367,40.71000700,19.94577900,16,819,423,0,4199,13
2,Dibër,135,129,41.59991200,20.26165100,5,329,182,1,3057,12
3,Durrës,1113,1084,41.33054100,19.46326500,27,2537,1361,2,11145,63
4,Elbasan,667,620,41.11456500,20.08415200,45,1468,747,2,5441,54
5,Fier,979,947,40.72902000,19.56091000,31,1852,834,1,6030,39
6,Gjirokastër,331,326,40.07869700,20.13633000,5,579,240,0,4049,8
7,Korçe,792,750,40.61812600,20.77752800,41,1574,738,1,4330,44
8,Kukës,307,288,42.07545200,20.42317600,19,702,377,0,4269,18
9,Lezhë,550,541,41.78537300,19.64099400,8,1113,535,1,5214,28
10,Shkodër,755,742,42.06776800,19.51425000,13,1514,711,0,7566,48
11,Tiranë,6461,6305,41.33278100,19.81696400,147,12786,6066,9,83170,259
12,Vlorë,566,557,40.46778700,19.48373700,9,938,360,0,5363,12
