id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,10,10,40.71000700,19.94577900,0,15795,15609,0,45047,176
2,Dibër,0,0,41.59991200,20.26165100,0,4799,4742,0,42741,57
3,Durrës,7,7,41.33054100,19.46326500,0,24149,23776,0,64198,366
4,Elbasan,4,4,41.11456500,20.08415200,0,18425,18096,0,52442,325
5,Fier,15,15,40.72902000,19.56091000,0,33111,32742,0,51616,354
6,Gjirokastër,12,12,40.07869700,20.13633000,0,12769,12655,0,43267,102
7,Korçe,0,0,40.61812600,20.77752800,0,13268,13108,0,50666,160
8,Kukës,1,1,42.07545200,20.42317600,0,5396,5358,0,45171,37
9,Lezhë,4,4,41.78537300,19.64099400,0,12874,12745,0,47965,125
10,Shkodër,7,7,42.06776800,19.51425000,0,19198,19014,0,52235,177
11,Tiranë,160,158,41.33278100,19.81696400,2,146774,145125,0,1448225,1489
12,Vlorë,18,18,40.46778700,19.48373700,0,25143,24900,0,51574,225
