id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,1028,999,40.71000700,19.94577900,26,4522,3427,3,9344,67
2,Dibër,353,335,41.59991200,20.26165100,17,2212,1820,1,7959,39
3,Durrës,1787,1702,41.33054100,19.46326500,80,8433,6482,5,22465,164
4,Elbasan,918,836,41.11456500,20.08415200,77,6538,5453,5,13355,167
5,Fier,2793,2734,40.72902000,19.56091000,52,9113,6172,7,14052,148
6,Gjirokastër,939,920,40.07869700,20.13633000,18,3229,2253,1,9663,37
7,Korçe,951,934,40.61812600,20.77752800,17,4466,3433,0,11215,82
8,Kukës,375,355,42.07545200,20.42317600,19,2218,1811,1,9994,32
9,Lezhë,824,797,41.78537300,19.64099400,27,4773,3875,0,11899,74
10,Shkodër,1410,1371,42.06776800,19.51425000,39,5249,3759,0,15519,80
11,Tiranë,22051,21839,41.33278100,19.81696400,197,44473,21692,15,305245,730
12,Vlorë,1778,1737,40.46778700,19.48373700,37,7080,5226,4,12637,76
