id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,75,68,40.71000700,19.94577900,6,187,110,1,1890,2
2,Dibër,38,31,41.59991200,20.26165100,6,110,66,1,977,6
3,Durrës,472,447,41.33054100,19.46326500,21,1332,819,4,6476,41
4,Elbasan,129,117,41.11456500,20.08415200,11,358,212,1,2393,17
5,Fier,121,110,40.72902000,19.56091000,10,480,344,1,3456,15
6,Gjirokastër,34,31,40.07869700,20.13633000,3,123,85,0,2009,4
7,Korçe,136,121,40.61812600,20.77752800,14,376,228,1,1914,12
8,Kukës,133,125,42.07545200,20.42317600,8,361,220,0,1983,8
9,Lezhë,195,186,41.78537300,19.64099400,8,469,263,1,2760,11
10,Shkodër,288,275,42.06776800,19.51425000,11,751,427,2,4375,36
11,Tiranë,2068,1996,41.33278100,19.81696400,64,4984,2773,8,29541,143
12,Vlorë,122,115,40.46778700,19.48373700,7,313,185,0,3167,6
